,Date_added,GRE_Q,GRE_V,GRE_W,GRE_sub,ST,Undergrad_GPA,admission_date,admission_status,admission_via,degree,institution,notes,program,season
9354,25 Feb 2011,,,,,I,,21 Jan 2011,Wait listed,E-mail,PhD,University Of Minnesota-Twin Cities,,Statistics,F11
9355,25 Feb 2011,,,,,I,,21 Feb 2011,Accepted,Postal Service,Masters,Harvard University,,Statistics,F11
9356,25 Feb 2011,,,,,I,,14 Feb 2011,Rejected,Website,PhD,Duke University,,Statistics,F11
9357,25 Feb 2011,,,,,I,,1 Feb 2011,Rejected,E-mail,PhD,University Of Washington,,Statistics,F11
9358,25 Feb 2011,,,,,I,,8 Feb 2011,Rejected,E-mail,PhD,Stanford University,,Statistics,F11
9359,25 Feb 2011,,,,,A,,24 Feb 2011,Accepted,Postal Service,PhD,"University Of Wisconsin, Madison",No funding.  Hopefully somebody else wants to fund me!,Department Of Statistics,F11
9360,25 Feb 2011,,,,,I,,25 Feb 2011,Accepted,E-mail,PhD,Ohio State University (OSU),,Statistics,F11
9361,25 Feb 2011,,,,,A,,25 Feb 2011,Accepted,E-mail,Masters,London School Of Economics (LSE),"Conditional acceptance, need to send original docu*ents and graduate on time. 3.9 GPA
GRE; 800Q, 720 V",Statistics,F11
9362,25 Feb 2011,,,,,I,,25 Feb 2011,Accepted,E-mail,PhD,The Ohio State University (OSU),,Statistics,F11
9363,25 Feb 2011,,,,,I,,5 Feb 2011,Accepted,E-mail,Masters,University Of Illinois（UIUC）,,Statistics,F11
9364,25 Feb 2011,,,,,I,,25 Feb 2011,Rejected,E-mail,Masters,Penn State PSU,,Applied Statistics,F11
9365,24 Feb 2011,,,,,I,,24 Feb 2011,Rejected,E-mail,PhD,Penn State (PSU),"""Because we already have a long waiting list, this is a firm rejection"" ....thats so hurting....",Statistics,F11
9366,24 Feb 2011,,,,,U,,24 Feb 2011,Rejected,E-mail,Masters,Pennsylvania State University (Penn State),You gotta be kiddin me babe...,Statistics,F11
9367,24 Feb 2011,,,,,I,,24 Feb 2011,Rejected,E-mail,PhD,Penn State (PSU),disappointed,Statistics,F11
9368,24 Feb 2011,,,,,U,,24 Feb 2011,Rejected,E-mail,Masters,Penn State PSU,First rejection came from my safe school. Okay...,Department Of Statistics,F11
9369,24 Feb 2011,,,,,I,,24 Feb 2011,Accepted,E-mail,PhD,U Michigan,Accepted with Fellowship & TA,Statistics,F11
9370,24 Feb 2011,,,,,A,,21 Jan 2011,Accepted,E-mail,PhD,"University Of California, Riverside (UCR)",I had a 1380 GRE.  I was admitted with a fellowship but turned down the offer this week.,Statistics,F11
9371,24 Feb 2011,,,,,,,22 Feb 2011,Accepted,Website,Masters,University Of Waterloo (Canada),"Admitted with $17,000 for three terms without tuition waiver (much smaller than UofT for 3 terms, $15,000 for three terms with waiver).",Department Of Statistics,F11
9372,24 Feb 2011,,,,,U,,24 Feb 2011,Other,Other,PhD,"University Of California, Riverside (UCR)",could anyone post their GRE scores too plz. my gre is 1180. i think i wont get any assistantship opportunity,Statistics,F11
9373,24 Feb 2011,,,,,I,,24 Feb 2011,Accepted,E-mail,PhD,University Of Michigan - Ann Arbor,,Statistics,F11
9374,24 Feb 2011,,,,,I,,24 Feb 2011,Accepted,E-mail,PhD,UW Madison,,Department Of Statistics,F11
9375,24 Feb 2011,,,,,I,,24 Feb 2011,Accepted,E-mail,PhD,Pennsylvania State University,,Department Of Statistics,F11
9376,24 Feb 2011,,,,,I,,1 Feb 2011,Rejected,E-mail,PhD,Carnegie Mellon University (CMU),,Department Of Statistics,F11
9377,24 Feb 2011,,,,,I,,17 Feb 2011,Accepted,E-mail,Masters,Washington University in St. Louis (WashU/WUSTL),,Statistics,S11
9378,24 Feb 2011,,,,,I,,16 Feb 2011,Accepted,E-mail,Masters,"University Of California, Irvine (UCI)",I have declined the admission. good luck for all.,Statistics,F11
9379,24 Feb 2011,,,,,I,,24 Feb 2011,Accepted,E-mail,PhD,"University Of Michigan, Ann Arbor",,Statistics,F11
9380,24 Feb 2011,,,,,I,,14 Feb 2011,Wait listed,E-mail,PhD,Duke University,I ll be offered if some students reject their offers,Department Of Statistics,F11
9381,24 Feb 2011,,,,,I,,24 Feb 2011,Accepted,E-mail,PhD,Pennsylvania State University (Penn State),TA,Statistics,F11
9382,23 Feb 2011,,,,,U,,22 Feb 2011,Wait listed,E-mail,PhD,University Of Rochester,admission depends on others' decline,Statistics,F11
9383,23 Feb 2011,,,,,A,,23 Feb 2011,Accepted,E-mail,PhD,"University Of California, Los Angeles  (UCLA)","fully funded with fellowship in 1st year, visit day March 11",Statistics,F11
9384,23 Feb 2011,800.0,740.0,4.5,800.0,A,3.69,14 Feb 2011,Wait listed,Website,PhD,Yale University,I attended Yale as an undergrad; this is possibly why I was not accepted.,Statistics,F11
9385,23 Feb 2011,800.0,740.0,4.5,760.0,A,3.69,8 Feb 2011,Rejected,E-mail,PhD,Stanford University,,Statistics,F11
9386,23 Feb 2011,800.0,740.0,4.5,760.0,A,3.69,23 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9387,23 Feb 2011,800.0,740.0,4.5,760.0,A,3.69,23 Feb 2011,Accepted,E-mail,PhD,University Of Michigan - Ann Arbor,Fully funded with stipend,Statistics,F11
9388,23 Feb 2011,800.0,650.0,5.0,,U,3.81,23 Feb 2011,Rejected,E-mail,PhD,"University Of Wisconsin, Madison",,Department Of Statistics,F11
9389,23 Feb 2011,,,,,A,,23 Feb 2011,Rejected,E-mail,PhD,"University Of California, Santa Cruz (UCSC)",,Statistics,F11
9390,23 Feb 2011,800.0,740.0,4.5,760.0,A,3.69,21 Feb 2011,Accepted,E-mail,PhD,Cornell University,Wait-listed for funding,Statistics,F11
9391,23 Feb 2011,,,,,I,,23 Feb 2011,Wait listed,E-mail,PhD,Pennsylvania State University (PSU),"another waiting list, still no offers~~~expecting offers~~~good luck",Statistics,F11
9392,23 Feb 2011,,,,,A,,23 Feb 2011,Accepted,Phone,PhD,University Of Connecticut - Storrs,"I called the school to inquire about my application and was told that I am accepted, but am waitlisted for funding and that the waitlist is long and they will only offer funding to about 1 or 2 people from the list.",Statistics,F11
9393,23 Feb 2011,,,,,I,,23 Feb 2011,Accepted,E-mail,PhD,Pennsylvania State University,,Statistics,F11
9394,23 Feb 2011,,,,,I,,23 Feb 2011,Wait listed,E-mail,PhD,Rutgers - New Brunswick,,Department Of Statistics,F11
9395,23 Feb 2011,,,,,I,,22 Feb 2011,Accepted,E-mail,PhD,University Of South Carolina,no financial support,Statistics,F11
9396,23 Feb 2011,,,,,I,,22 Feb 2011,Accepted,E-mail,PhD,"University Of Illinois, Urbana Champaign (UIUC)",fully funded,Statistics,F11
9397,23 Feb 2011,,,,,U,,30 Jan 2011,Rejected,E-mail,PhD,Carbegie Mellon University,,Department Of Statistics,S11
9398,23 Feb 2011,,,,,U,,10 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Department Of Statistics,F11
9399,23 Feb 2011,,,,,U,,10 Feb 2011,Rejected,E-mail,PhD,Stanford University,,Department Of Statistics,F11
9400,23 Feb 2011,,,,,I,,23 Feb 2011,Rejected,E-mail,PhD,Harvard University,In reply to my email asking.,Statistics,F11
9401,22 Feb 2011,,,,,A,,22 Feb 2011,Accepted,E-mail,Masters,"University Of California, Berkeley (UCB)",funded with partial tuition and health insurance overage (I'm in state),Statistics,F11
9402,22 Feb 2011,,,,,I,,22 Feb 2011,Accepted,E-mail,PhD,UIUC,,Statistics,F11
9403,22 Feb 2011,,,,,U,,10 Feb 2011,Accepted,E-mail,PhD,University Of Nebraska-Lincoln,Unofficial email from graduate chair followed by formal letter in the post.,Applied Math And Statistics (AMS),F11
9404,22 Feb 2011,,,,,U,,18 Feb 2011,Accepted,E-mail,PhD,U Of Massachusetts-Amherst,TAship,Statistics,F11
9405,22 Feb 2011,730.0,800.0,3.0,,U,3.0,22 Feb 2011,Rejected,Postal Service,PhD,University Of Nebraska Lincoln,I hate this school.,Statistics,F11
9406,22 Feb 2011,,,,,I,,22 Feb 2011,Accepted,E-mail,PhD,"University Of Michigan, Ann Arbor",with financial support. Unofficial email from Prof.,Statistics,F11
9407,22 Feb 2011,,,,,A,,18 Feb 2011,Accepted,E-mail,PhD,Maryland - College Park,,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",F11
9408,22 Feb 2011,,,,,I,,22 Feb 2011,Rejected,E-mail,Masters,University Of Pittsburgh,"Sad,horrible gpa(3.1) may be the reason",Applied Statistics,F11
9409,22 Feb 2011,,,,,A,,21 Feb 2011,Rejected,E-mail,PhD,Pennsylvania State University (Penn State),,Statistics,F11
9410,22 Feb 2011,,,,,U,,21 Feb 2011,Accepted,E-mail,PhD,The University Of South Carolina,no funding,Statistics,F11
9411,21 Feb 2011,,,,,,,21 Feb 2011,Accepted,E-mail,PhD,The University Of South Carolina,no financial support...,Statistics,F11
9412,21 Feb 2011,,,,,U,,21 Feb 2011,Rejected,Postal Service,PhD,University Of Connecticut - Storrs,safety is not safe.,Statistics,F11
9413,21 Feb 2011,,,,,I,,21 Feb 2011,Accepted,E-mail,PhD,University Of South Carolina,we are not able to offer you financial support...,Statistics,F11
9414,21 Feb 2011,,,,,U,,20 Feb 2011,Wait listed,E-mail,PhD,University Of Pennsylvania (UPenn),no specific order is given to the waiting list. Will check back in a few weeks for the final decision.,Statistics,F11
9415,20 Feb 2011,,,,,A,,20 Feb 2011,Accepted,E-mail,PhD,Maryland - College Park,"To below: 3.6 phys, 3.9 applied math gpa; 800Q, 490V, 5AW, 840PGRE; 2 research projects, no publications; no grad course","AMSC(Applied Mathematics & Statistics, And Scientific Computation)",F11
9416,20 Feb 2011,,,,,O,,11 Feb 2011,Accepted,E-mail,Masters,University Of Toronto,"Undergrad at Dept. of Stats at UofT, summer undergrad research probably helped. Full funding.",Department Of Statistics,F11
9417,20 Feb 2011,,,,,A,,19 Feb 2011,Accepted,E-mail,PhD,U Illinois- Urbana,,Department Of Statistics,F11
9418,20 Feb 2011,,,,,I,,19 Feb 2011,Accepted,E-mail,Masters,West Virginia University (WVU),Graduate Teaching Assistant,Statistics,F11
9419,20 Feb 2011,,,,,O,,20 Feb 2011,Interview,E-mail,PhD,"University Of Marlyand, College Park","To post below: Congrats !!! Are you the one who got some questions vis email too? Could you share your stats,,, Cheers","AMSC(Applied Mathematics & Statistics, And Scientific Computation)",F11
9420,20 Feb 2011,,,,,I,,20 Feb 2011,Interview,Phone,PhD,"University Of Illinois, Urbana-Champaign",Professor said Graduate Admission Committee will make their decisions today.,Statistics,F11
9421,20 Feb 2011,,,,,,,20 Feb 2011,Rejected,Postal Service,PhD,University Of Connecticut,,Department Of Statistics,?
9422,19 Feb 2011,800.0,770.0,4.5,810.0,A,3.0,19 Feb 2011,Rejected,Postal Service,PhD,University Of Connecticut,Horrible GPA (3.0) likely the reason for rejection.,Statistics,F11
9423,19 Feb 2011,800.0,770.0,4.5,810.0,A,3.0,9 Feb 2011,Rejected,E-mail,PhD,University Of Pittsburgh,Abysmal GPA (3.0) probably the reason for rejection.,Statistics,F11
9424,19 Feb 2011,800.0,770.0,4.5,810.0,A,3.0,27 Jan 2011,Rejected,E-mail,PhD,"University Of California, Riverside (UCR)",GPA only 3.0,Applied Statistics,F11
9425,19 Feb 2011,,,,,U,,17 Feb 2011,Accepted,E-mail,PhD,George Mason University,,Department Of Statistics,F11
9426,19 Feb 2011,,,,,A,,19 Feb 2011,Accepted,E-mail,Masters,University Of California Santa Cruz (UCSC),"Received notification of admission without funding asking if I would be able to fund the degree.  Overall, message was quite rudely worded.",Applied Math And Statistics (AMS),F11
9427,19 Feb 2011,800.0,470.0,4.5,,I,4.0,18 Feb 2011,Accepted,E-mail,PhD,Queens University,:),Mathematics And Statistics,F11
9428,19 Feb 2011,800.0,570.0,4.5,,U,3.67,10 Feb 2011,Rejected,E-mail,Masters,"University Of Washington, Seattle (UW)",,Statistics,F11
9429,19 Feb 2011,,,,,I,,19 Feb 2011,Other,Other,PhD,The Wharton School - University Of Pennsylvania,"To the guy asking about Statistics Waitlist: I contacted Dr. Dylan Small, asking him about the status of admission. Cheers:)",Department Of Statistics,F11
9430,19 Feb 2011,,,,,A,,19 Feb 2011,Accepted,E-mail,PhD,Maryland - College Park,TAship along with 2-yr supplemental fellowship!,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",F11
9431,19 Feb 2011,,,,,A,,19 Feb 2011,Accepted,E-mail,PhD,University Of Maryland (College Park),,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",F11
9432,19 Feb 2011,,,,,A,,19 Feb 2011,Accepted,Website,Masters,San Diego State University (SDSU),Safety school.,Statistics,F11
9433,18 Feb 2011,780.0,630.0,4.0,,A,3.6,18 Feb 2011,Accepted,Postal Service,Masters,University Of Connecticut,5th acceptance (3rd of the day!) Yay! No financial aid. Boo!,"Biostatistics, Statistics",F11
9434,18 Feb 2011,780.0,630.0,4.0,,A,3.6,18 Feb 2011,Accepted,E-mail,Masters,San Diego State University,4th acceptance!,"Biostatistics, Statistics",F11
9435,17 Feb 2011,770.0,530.0,5.0,,A,3.75,16 Feb 2011,Accepted,E-mail,Masters,San Diego State University,Backup school - No chance that I attend.,Statistics,F11
9436,17 Feb 2011,,,,,I,,17 Feb 2011,Accepted,E-mail,PhD,University Of Chicago,,Statistics,F11
9437,17 Feb 2011,750.0,800.0,4.0,630.0,U,3.87,16 Feb 2011,Rejected,E-mail,PhD,Yale School Of Engineering And Applied Science,,Statistics,F11
9438,17 Feb 2011,750.0,800.0,4.0,630.0,U,3.87,15 Feb 2011,Rejected,E-mail,PhD,University Of California At Berkeley,,Statistics,F11
9439,17 Feb 2011,,,,,I,,17 Feb 2011,Rejected,Website,Masters,Yale University,I HATE THIS. What is wrong?,Department Of Statistics,F11
9440,17 Feb 2011,,,,,I,,17 Feb 2011,Rejected,E-mail,Masters,"University Of Washington, Seattle",,Statistics,F11
9441,17 Feb 2011,,,,,I,,17 Feb 2011,Rejected,Website,Masters,Yale University,,Statistics,F11
9442,17 Feb 2011,,,,,I,,17 Feb 2011,Rejected,Website,Masters,Yale University,Till now 1ad 1rej  I expected such a result but still a little bit sad.,Statistics,F11
9443,17 Feb 2011,,,,,I,,17 Feb 2011,Rejected,Website,Masters,Yale University,first result...,Statistics,F11
9444,17 Feb 2011,,,,,I,,16 Feb 2011,Rejected,E-mail,Masters,Yale University,,Statistics,F11
9445,17 Feb 2011,800.0,700.0,4.0,,U,3.96,16 Feb 2011,Rejected,Website,PhD,Yale University,First rejection. Not gonna shave my beard until I get an offer.,Statistics,F11
9446,16 Feb 2011,,,,,I,,11 Feb 2011,Accepted,E-mail,Masters,University Of Toronto,"-Canadian citizen
-2 undergrad degrees from Canadian universities
-Some related career experience (returning to university in my 30s)",Department Of Statistics,F11
9447,16 Feb 2011,,,,,U,,16 Feb 2011,Rejected,E-mail,Masters,Yale University,,Statistics,F11
9448,16 Feb 2011,,,,,I,,16 Feb 2011,Rejected,E-mail,Masters,Yale University,,Statistics,F11
9449,16 Feb 2011,,,,,I,,17 Feb 2011,Rejected,Website,PhD,Yale University,,Statistics,F11
9450,16 Feb 2011,,,,,I,,16 Feb 2011,Accepted,E-mail,Masters,"University Of California, Irvine (UCI)",,Statistics,F11
9451,16 Feb 2011,,,,,I,,15 Feb 2011,Accepted,Postal Service,PhD,University Of Wisconsin -Madison,with financial support,Statistics,F11
9452,16 Feb 2011,,,,,I,,14 Feb 2011,Accepted,E-mail,PhD,University Of Georgia,"with funding.
My acceptance packet will be sent in early March.",Statistics,F11
9453,16 Feb 2011,,,,,I,,11 Feb 2011,Accepted,E-mail,PhD,Duke University,,Statistics,F11
9454,16 Feb 2011,,,,,I,,16 Feb 2011,Accepted,E-mail,PhD,"University Of California, Davis (UCD)",...with full funding... :),Department Of Statistics,F11
9455,16 Feb 2011,,,,,I,,14 Feb 2011,Accepted,Postal Service,Masters,West Virginia University (WVU),Funding not decided yet,Department Of Statistics,F11
9456,16 Feb 2011,,,,,A,,14 Feb 2011,Accepted,E-mail,PhD,University Of Georgia,with funding!,Statistics,F11
9457,16 Feb 2011,,,,,A,,14 Feb 2011,Accepted,E-mail,PhD,Michigan State,funding decisions by end of feb,Statistics,F11
9458,16 Feb 2011,,,,,U,,15 Feb 2011,Accepted,E-mail,PhD,University Of Chicago,,Statistics,F11
9459,16 Feb 2011,,,,,I,,16 Feb 2011,Accepted,E-mail,Masters,Worcester Polytechnic Institute (WPI),,Applied Statistics,F11
9460,16 Feb 2011,800.0,350.0,0.0,880.0,I,3.6,16 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Applied Statistics,F11
9461,16 Feb 2011,800.0,510.0,4.0,,A,4.0,16 Feb 2011,Accepted,E-mail,PhD,University Of Pittsburgh,full funding,Statistics,F11
9462,16 Feb 2011,800.0,510.0,4.0,,A,4.0,16 Feb 2011,Accepted,Postal Service,PhD,Ohio State University (OSU),,Statistics,F11
9463,15 Feb 2011,,,,,I,,31 Jan 2011,Accepted,E-mail,Masters,ETH Zurich,Iranian Applicant,Statistics,F11
9464,15 Feb 2011,,,,,I,,26 Jan 2011,Rejected,E-mail,Masters,Purdue University,Iranian Applicant,Statistics,F11
9465,15 Feb 2011,,,,,I,,1 Feb 2011,Rejected,E-mail,PhD,Carnegie Mellon,Iranian Applicant,Statistics,F11
9466,15 Feb 2011,,,,,I,,9 Feb 2011,Accepted,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9467,15 Feb 2011,,,,,I,,15 Feb 2011,Accepted,E-mail,PhD,University Of Chicago,Same as last poster,Statistics,F11
9468,15 Feb 2011,,,,,I,,15 Feb 2011,Accepted,E-mail,PhD,University Of Chicago,Informal email from dept. chair....full funding.,Statistics,F11
9469,15 Feb 2011,,,,,I,,14 Feb 2011,Wait listed,Website,PhD,Yale University,,Statistics,F11
9470,15 Feb 2011,,,,,I,,14 Feb 2011,Accepted,E-mail,PhD,Ohio State Univ,didn't mention funding,Statistics,F11
9471,15 Feb 2011,,,,,I,,15 Feb 2011,Wait listed,Other,PhD,The Wharton School - University Of Pennsylvania,"Emailed department faculty to know about results. Have been waitlisted, but no priority number assigned to waitlisted guys. If WL clears, will be admitted with full scholarship. Anyone has got admit?",Department Of Statistics,F11
9472,15 Feb 2011,,,,,U,,14 Feb 2011,Accepted,Postal Service,Masters,Harvard Graduate School Of Arts And Sciences,,Statistics,F11
9473,15 Feb 2011,,,,,I,,15 Feb 2011,Rejected,E-mail,PhD,University Of Pennsylvania,:(,Statistics,F11
9474,15 Feb 2011,,,,,I,,14 Feb 2011,Rejected,Website,PhD,Duke University,,Statistics,F11
9475,15 Feb 2011,,,,,U,,15 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9476,15 Feb 2011,,,,,I,,15 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Department Of Statistics,F11
9477,15 Feb 2011,,,,,U,,15 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9478,15 Feb 2011,,,,,U,,14 Feb 2011,Accepted,Postal Service,Masters,Harvard University Graduate,,Department Of Statistics,F11
9479,14 Feb 2011,,,,,A,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",meh,Statistics,F11
9480,14 Feb 2011,,,,,I,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Department Of Statistics,F11
9481,14 Feb 2011,,,,,A,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9482,14 Feb 2011,,,,,I,,15 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9483,14 Feb 2011,800.0,510.0,4.0,,A,4.0,14 Feb 2011,Accepted,E-mail,PhD,Michigan State,Funding decisions around March 1,Statistics,F11
9484,14 Feb 2011,,,,,U,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",as expect,Statistics,F11
9485,14 Feb 2011,800.0,690.0,0.0,,A,3.7,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",derp.,Statistics,F11
9486,14 Feb 2011,,,,,U,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9487,14 Feb 2011,,,,,O,,14 Feb 2011,Rejected,E-mail,PhD,"University Of California, Berkeley (UCB)",,Statistics,F11
9488,14 Feb 2011,,,,,A,,14 Feb 2011,Accepted,E-mail,PhD,University Of Rochester,Attended Applicant Interview Weekend on Feb. 3rd - 5th.,Statistics,F11
